ID,Class
944,children_playing
947,children_playing
949,dog_bark
950,children_playing
958,engine_idling
960,children_playing
961,air_conditioner
962,car_horn
966,siren
967,children_playing
968,children_playing
969,air_conditioner
970,children_playing
974,air_conditioner
976,engine_idling
981,jackhammer
982,jackhammer
983,drilling
984,dog_bark
988,air_conditioner
989,dog_bark
992,children_playing
993,jackhammer
994,children_playing
997,engine_idling
998,air_conditioner
999,street_music
1002,car_horn
1005,dog_bark
1009,children_playing
1010,dog_bark
1011,dog_bark
1012,air_conditioner
1013,drilling
1016,air_conditioner
1019,engine_idling
1020,siren
1023,air_conditioner
1031,siren
1033,children_playing
1035,siren
1037,jackhammer
1039,street_music
1041,children_playing
1046,children_playing
1050,children_playing
1053,air_conditioner
1057,children_playing
1060,jackhammer
1064,children_playing
1065,engine_idling
1067,drilling
1073,dog_bark
1075,jackhammer
1081,siren
1084,jackhammer
1086,children_playing
1093,drilling
1094,children_playing
1095,children_playing
1097,air_conditioner
1099,jackhammer
1101,air_conditioner
1102,car_horn
1103,children_playing
1104,street_music
1107,children_playing
1108,air_conditioner
1109,children_playing
1110,jackhammer
1111,air_conditioner
1114,drilling
1117,children_playing
1121,engine_idling
1122,air_conditioner
1123,jackhammer
1124,dog_bark
1125,engine_idling
1127,children_playing
1128,jackhammer
1130,dog_bark
1132,street_music
1135,children_playing
1136,children_playing
1138,jackhammer
1140,children_playing
1141,children_playing
1142,car_horn
1144,jackhammer
1146,street_music
1153,jackhammer
1154,dog_bark
1155,engine_idling
1159,dog_bark
1161,jackhammer
1163,gun_shot
1164,engine_idling
1165,jackhammer
1166,dog_bark
1167,children_playing
1169,children_playing
1170,engine_idling
1171,jackhammer
1172,engine_idling
1173,jackhammer
1177,jackhammer
1178,dog_bark
1179,jackhammer
1184,engine_idling
1185,children_playing
1190,siren
1192,street_music
1193,car_horn
1194,drilling
1196,children_playing
1197,dog_bark
1198,street_music
1199,siren
1201,engine_idling
1202,air_conditioner
1204,children_playing
1207,children_playing
1208,children_playing
1211,children_playing
1212,children_playing
1213,engine_idling
1215,engine_idling
1216,children_playing
1221,air_conditioner
1222,air_conditioner
1223,dog_bark
1225,children_playing
1227,dog_bark
1229,children_playing
1233,siren
1234,street_music
1238,children_playing
1239,children_playing
1247,siren
1249,air_conditioner
1250,street_music
1253,street_music
1254,car_horn
1258,jackhammer
1260,engine_idling
1263,engine_idling
1264,jackhammer
1266,car_horn
1268,drilling
1274,jackhammer
1280,street_music
1281,children_playing
1282,engine_idling
1283,street_music
1284,children_playing
1285,air_conditioner
1288,children_playing
1290,children_playing
1291,drilling
1293,jackhammer
1299,dog_bark
1304,car_horn
1307,dog_bark
1309,air_conditioner
1313,jackhammer
1315,air_conditioner
1320,air_conditioner
1324,siren
1325,air_conditioner
1331,drilling
1333,drilling
1336,car_horn
1340,engine_idling
1342,siren
1343,street_music
1344,jackhammer
1348,street_music
1354,children_playing
1359,air_conditioner
1360,children_playing
1362,children_playing
1364,children_playing
1369,air_conditioner
1372,air_conditioner
1373,air_conditioner
1374,engine_idling
1375,dog_bark
1376,drilling
1379,drilling
1382,engine_idling
1383,jackhammer
1387,drilling
1389,drilling
1391,children_playing
1392,children_playing
1395,air_conditioner
1397,children_playing
1401,air_conditioner
1402,children_playing
1403,siren
1406,dog_bark
1407,children_playing
1408,dog_bark
1410,dog_bark
1411,drilling
1413,engine_idling
1416,siren
1420,dog_bark
1421,drilling
1422,drilling
1424,drilling
1426,drilling
1427,street_music
1429,car_horn
1430,dog_bark
1433,dog_bark
1434,children_playing
1438,children_playing
1439,children_playing
1440,air_conditioner
1441,jackhammer
1442,air_conditioner
1443,children_playing
1445,siren
1451,engine_idling
1453,jackhammer
1455,children_playing
1456,gun_shot
1457,jackhammer
1463,children_playing
1464,dog_bark
1465,street_music
1466,children_playing
1474,jackhammer
1476,children_playing
1482,car_horn
1484,drilling
1486,children_playing
1487,children_playing
1490,siren
1494,air_conditioner
1495,jackhammer
1499,children_playing
1504,engine_idling
1505,car_horn
1507,dog_bark
1509,children_playing
1513,drilling
1514,dog_bark
1519,air_conditioner
1522,drilling
1524,air_conditioner
1526,air_conditioner
1533,children_playing
1535,children_playing
1538,children_playing
1539,car_horn
1541,air_conditioner
1543,jackhammer
1544,drilling
1545,dog_bark
1553,jackhammer
1557,siren
1559,dog_bark
1566,dog_bark
1568,street_music
1572,dog_bark
1575,engine_idling
1576,jackhammer
1577,air_conditioner
1580,children_playing
1582,dog_bark
1583,jackhammer
1585,engine_idling
1587,children_playing
1590,jackhammer
1592,jackhammer
1594,dog_bark
1595,children_playing
1596,dog_bark
1600,siren
1609,children_playing
1610,children_playing
1611,dog_bark
1617,children_playing
1619,jackhammer
1620,dog_bark
1622,street_music
1624,children_playing
1625,siren
1627,drilling
1631,children_playing
1637,air_conditioner
1638,drilling
1641,dog_bark
1642,drilling
1643,siren
1644,children_playing
1645,children_playing
1646,siren
1650,children_playing
1654,siren
1655,dog_bark
1657,air_conditioner
1658,dog_bark
1659,engine_idling
1662,children_playing
1665,children_playing
1668,children_playing
1670,children_playing
1671,dog_bark
1676,engine_idling
1682,jackhammer
1683,children_playing
1684,engine_idling
1685,engine_idling
1691,jackhammer
1692,children_playing
1693,siren
1694,siren
1696,dog_bark
1698,dog_bark
1700,drilling
1707,air_conditioner
1710,car_horn
1712,street_music
1717,children_playing
1721,drilling
1723,dog_bark
1726,siren
1732,dog_bark
1733,street_music
1735,jackhammer
1740,siren
1742,air_conditioner
1743,children_playing
1747,siren
1752,children_playing
1753,jackhammer
1756,jackhammer
1757,dog_bark
1758,children_playing
1759,children_playing
1762,jackhammer
1764,children_playing
1770,children_playing
1772,dog_bark
1775,children_playing
1778,children_playing
1781,children_playing
1784,dog_bark
1785,siren
1788,children_playing
1790,children_playing
1793,drilling
1797,engine_idling
1798,jackhammer
1799,jackhammer
1804,dog_bark
1810,children_playing
1811,children_playing
1814,children_playing
1815,engine_idling
1821,jackhammer
1823,jackhammer
1824,air_conditioner
1833,jackhammer
1835,dog_bark
1838,air_conditioner
1844,dog_bark
1845,jackhammer
1846,air_conditioner
1851,children_playing
1852,children_playing
1855,engine_idling
1857,air_conditioner
1859,dog_bark
1860,siren
1861,siren
1862,engine_idling
1865,children_playing
1875,jackhammer
1878,children_playing
1880,jackhammer
1882,jackhammer
1884,siren
1885,jackhammer
1887,dog_bark
1888,siren
1900,gun_shot
1902,siren
1903,children_playing
1905,siren
1906,engine_idling
1907,drilling
1909,dog_bark
1911,gun_shot
1912,jackhammer
1915,drilling
1920,gun_shot
1926,gun_shot
1928,siren
1930,drilling
1931,children_playing
1934,children_playing
1939,air_conditioner
1942,drilling
1951,drilling
1953,air_conditioner
1954,engine_idling
1955,siren
1959,engine_idling
1961,jackhammer
1962,engine_idling
1964,dog_bark
1965,dog_bark
1969,drilling
1972,children_playing
1975,drilling
1979,jackhammer
1981,street_music
1983,children_playing
1984,dog_bark
1985,drilling
1989,air_conditioner
1990,dog_bark
1993,children_playing
1995,children_playing
1998,children_playing
2003,siren
2005,siren
2006,engine_idling
2007,dog_bark
2011,air_conditioner
2012,drilling
2014,siren
2015,dog_bark
2021,jackhammer
2024,drilling
2027,children_playing
2030,jackhammer
2032,jackhammer
2034,siren
2035,dog_bark
2039,children_playing
2041,dog_bark
2044,children_playing
2046,drilling
2052,children_playing
2053,car_horn
2058,dog_bark
2059,children_playing
2060,drilling
2061,children_playing
2062,children_playing
2065,air_conditioner
2068,jackhammer
2069,engine_idling
2071,children_playing
2074,children_playing
2075,engine_idling
2076,children_playing
2079,street_music
2085,jackhammer
2086,street_music
2088,dog_bark
2092,children_playing
2093,siren
2097,siren
2100,children_playing
2109,air_conditioner
2110,children_playing
2111,jackhammer
2112,siren
2114,jackhammer
2115,air_conditioner
2118,jackhammer
2119,siren
2120,children_playing
2128,children_playing
2131,jackhammer
2136,jackhammer
2137,air_conditioner
2143,drilling
2146,children_playing
2147,engine_idling
2151,children_playing
2153,dog_bark
2155,drilling
2158,children_playing
2159,children_playing
2161,jackhammer
2164,dog_bark
2165,children_playing
2166,drilling
2167,jackhammer
2172,jackhammer
2175,engine_idling
2176,children_playing
2177,jackhammer
2178,air_conditioner
2181,dog_bark
2183,dog_bark
2187,jackhammer
2189,air_conditioner
2202,dog_bark
2203,siren
2207,children_playing
2208,drilling
2211,street_music
2213,jackhammer
2214,siren
2215,children_playing
2221,engine_idling
2222,siren
2223,car_horn
2231,jackhammer
2232,children_playing
2234,jackhammer
2239,children_playing
2242,children_playing
2243,siren
2245,dog_bark
2248,siren
2255,children_playing
2257,drilling
2261,children_playing
2263,children_playing
2266,children_playing
2267,dog_bark
2268,children_playing
2270,dog_bark
2271,dog_bark
2272,children_playing
2274,children_playing
2276,drilling
2280,children_playing
2281,children_playing
2283,siren
2284,jackhammer
2285,dog_bark
2286,siren
2288,children_playing
2289,dog_bark
2292,street_music
2294,air_conditioner
2296,air_conditioner
2298,drilling
2305,drilling
2311,drilling
2315,dog_bark
2316,dog_bark
2317,dog_bark
2320,jackhammer
2321,jackhammer
2322,children_playing
2325,dog_bark
2326,jackhammer
2328,children_playing
2331,street_music
2334,children_playing
2336,children_playing
2337,jackhammer
2341,children_playing
2342,jackhammer
2346,siren
2348,children_playing
2350,children_playing
2352,engine_idling
2355,jackhammer
2356,children_playing
2357,children_playing
2359,engine_idling
2361,engine_idling
2362,drilling
2365,dog_bark
2367,drilling
2370,children_playing
2374,children_playing
2375,car_horn
2376,street_music
2377,children_playing
2381,jackhammer
2383,gun_shot
2385,children_playing
2387,dog_bark
2391,engine_idling
2392,dog_bark
2393,air_conditioner
2396,drilling
2397,dog_bark
2399,children_playing
2400,gun_shot
2406,dog_bark
2407,drilling
2409,jackhammer
2417,dog_bark
2422,children_playing
2423,jackhammer
2426,air_conditioner
2429,drilling
2431,jackhammer
2434,children_playing
2435,dog_bark
2436,children_playing
2437,children_playing
2440,jackhammer
2442,siren
2451,children_playing
2457,children_playing
2459,drilling
2467,children_playing
2469,engine_idling
2471,siren
2472,dog_bark
2475,drilling
2476,street_music
2481,drilling
2482,dog_bark
2483,children_playing
2486,drilling
2490,children_playing
2491,car_horn
2492,children_playing
2495,dog_bark
2496,dog_bark
2500,jackhammer
2502,dog_bark
2504,children_playing
2508,engine_idling
2514,street_music
2518,dog_bark
2519,car_horn
2520,children_playing
2521,air_conditioner
2522,gun_shot
2525,jackhammer
2527,children_playing
2528,engine_idling
2530,engine_idling
2533,jackhammer
2535,jackhammer
2537,children_playing
2540,drilling
2546,drilling
2551,car_horn
2554,engine_idling
2556,jackhammer
2559,dog_bark
2561,air_conditioner
2562,jackhammer
2563,siren
2565,children_playing
2566,car_horn
2579,air_conditioner
2583,dog_bark
2589,siren
2590,dog_bark
2591,air_conditioner
2599,jackhammer
2602,jackhammer
2606,air_conditioner
2609,gun_shot
2611,air_conditioner
2615,children_playing
2617,jackhammer
2618,drilling
2621,children_playing
2622,dog_bark
2626,drilling
2627,air_conditioner
2628,drilling
2629,children_playing
2630,siren
2631,jackhammer
2633,air_conditioner
2635,air_conditioner
2638,engine_idling
2642,car_horn
2643,children_playing
2649,jackhammer
2654,jackhammer
2655,engine_idling
2656,dog_bark
2660,children_playing
2663,children_playing
2667,dog_bark
2670,children_playing
2672,jackhammer
2673,engine_idling
2675,jackhammer
2681,siren
2683,engine_idling
2688,children_playing
2692,air_conditioner
2693,children_playing
2694,drilling
2696,children_playing
2698,car_horn
2701,street_music
2704,jackhammer
2708,children_playing
2712,children_playing
2715,jackhammer
2716,jackhammer
2719,siren
2720,dog_bark
2724,children_playing
2727,children_playing
2729,jackhammer
2731,air_conditioner
2734,siren
2735,children_playing
2737,engine_idling
2742,children_playing
2743,children_playing
2745,children_playing
2748,dog_bark
2749,gun_shot
2753,dog_bark
2755,engine_idling
2758,jackhammer
2759,drilling
2761,siren
2762,jackhammer
2767,jackhammer
2768,jackhammer
2772,engine_idling
2777,dog_bark
2778,air_conditioner
2782,dog_bark
2786,engine_idling
2793,children_playing
2796,drilling
2798,dog_bark
2799,engine_idling
2803,air_conditioner
2804,dog_bark
2806,children_playing
2809,dog_bark
2810,jackhammer
2812,air_conditioner
2814,air_conditioner
2816,street_music
2817,street_music
2818,dog_bark
2820,children_playing
2822,jackhammer
2823,siren
2826,engine_idling
2827,dog_bark
2833,engine_idling
2834,engine_idling
2838,car_horn
2839,children_playing
2841,jackhammer
2843,air_conditioner
2844,drilling
2845,siren
2847,engine_idling
2848,jackhammer
2852,jackhammer
2853,dog_bark
2856,children_playing
2859,children_playing
2860,children_playing
2861,dog_bark
2866,dog_bark
2867,drilling
2868,dog_bark
2874,street_music
2876,siren
2877,jackhammer
2879,car_horn
2880,drilling
2882,dog_bark
2883,children_playing
2885,jackhammer
2886,drilling
2888,car_horn
2893,engine_idling
2894,children_playing
2895,dog_bark
2897,engine_idling
2904,jackhammer
2905,engine_idling
2906,jackhammer
2908,jackhammer
2916,jackhammer
2919,dog_bark
2923,engine_idling
2937,drilling
2938,air_conditioner
2941,drilling
2947,car_horn
2948,children_playing
2949,children_playing
2952,dog_bark
2953,children_playing
2958,street_music
2964,air_conditioner
2965,engine_idling
2967,siren
2968,siren
2970,jackhammer
2973,dog_bark
2975,siren
2977,jackhammer
2978,air_conditioner
2979,children_playing
2981,children_playing
2985,street_music
2990,jackhammer
2999,children_playing
3000,siren
3002,dog_bark
3005,dog_bark
3007,engine_idling
3009,jackhammer
3010,dog_bark
3015,street_music
3017,jackhammer
3019,jackhammer
3022,jackhammer
3023,engine_idling
3025,car_horn
3028,air_conditioner
3029,dog_bark
3031,jackhammer
3035,children_playing
3039,car_horn
3040,dog_bark
3041,children_playing
3043,children_playing
3044,engine_idling
3045,drilling
3047,street_music
3048,jackhammer
3049,drilling
3053,jackhammer
3057,dog_bark
3058,jackhammer
3059,children_playing
3064,air_conditioner
3065,children_playing
3067,dog_bark
3072,jackhammer
3073,children_playing
3076,engine_idling
3079,dog_bark
3080,siren
3083,jackhammer
3084,jackhammer
3086,air_conditioner
3088,children_playing
3090,children_playing
3093,car_horn
3100,engine_idling
3106,dog_bark
3107,jackhammer
3109,engine_idling
3111,air_conditioner
3113,children_playing
3114,dog_bark
3116,dog_bark
3119,jackhammer
3122,dog_bark
3124,jackhammer
3129,engine_idling
3132,children_playing
3134,street_music
3137,jackhammer
3139,children_playing
3141,children_playing
3142,children_playing
3145,children_playing
3149,street_music
3158,air_conditioner
3166,street_music
3173,children_playing
3174,children_playing
3175,siren
3181,children_playing
3183,jackhammer
3184,siren
3193,air_conditioner
3198,dog_bark
3201,children_playing
3203,drilling
3204,dog_bark
3208,children_playing
3210,dog_bark
3212,dog_bark
3217,air_conditioner
3219,drilling
3222,jackhammer
3224,dog_bark
3228,children_playing
3234,children_playing
3241,children_playing
3242,street_music
3243,street_music
3245,children_playing
3247,children_playing
3249,engine_idling
3251,children_playing
3252,children_playing
3253,drilling
3255,drilling
3256,engine_idling
3260,dog_bark
3263,engine_idling
3265,jackhammer
3269,air_conditioner
3274,drilling
3280,street_music
3282,jackhammer
3284,dog_bark
3287,car_horn
3289,engine_idling
3290,jackhammer
3295,children_playing
3300,gun_shot
3303,jackhammer
3304,children_playing
3309,children_playing
3311,children_playing
3312,children_playing
3313,children_playing
3314,drilling
3315,children_playing
3326,jackhammer
3327,dog_bark
3329,engine_idling
3335,air_conditioner
3339,air_conditioner
3340,children_playing
3341,children_playing
3342,dog_bark
3346,siren
3348,dog_bark
3356,children_playing
3359,children_playing
3361,drilling
3366,children_playing
3368,siren
3372,jackhammer
3374,jackhammer
3377,children_playing
3378,children_playing
3380,children_playing
3382,engine_idling
3384,jackhammer
3385,jackhammer
3386,air_conditioner
3391,children_playing
3393,children_playing
3396,jackhammer
3402,street_music
3403,jackhammer
3405,jackhammer
3408,jackhammer
3410,children_playing
3411,air_conditioner
3412,children_playing
3414,dog_bark
3421,engine_idling
3424,children_playing
3426,jackhammer
3427,dog_bark
3428,air_conditioner
3430,siren
3431,street_music
3438,children_playing
3440,car_horn
3447,jackhammer
3448,engine_idling
3450,children_playing
3456,street_music
3457,jackhammer
3460,children_playing
3463,siren
3466,air_conditioner
3468,engine_idling
3472,siren
3476,siren
3479,jackhammer
3484,car_horn
3485,children_playing
3487,dog_bark
3488,children_playing
3490,engine_idling
3494,jackhammer
3497,dog_bark
3498,dog_bark
3500,drilling
3502,jackhammer
3505,siren
3506,street_music
3511,children_playing
3512,children_playing
3513,engine_idling
3521,jackhammer
3524,siren
3527,dog_bark
3530,engine_idling
3532,jackhammer
3535,siren
3541,air_conditioner
3544,children_playing
3552,drilling
3553,engine_idling
3557,children_playing
3558,jackhammer
3559,air_conditioner
3562,jackhammer
3563,air_conditioner
3564,jackhammer
3565,children_playing
3570,gun_shot
3571,children_playing
3572,siren
3573,jackhammer
3575,children_playing
3576,jackhammer
3578,dog_bark
3581,dog_bark
3586,jackhammer
3589,children_playing
3592,air_conditioner
3593,engine_idling
3594,engine_idling
3600,children_playing
3601,children_playing
3602,dog_bark
3605,children_playing
3612,children_playing
3615,engine_idling
3616,jackhammer
3617,children_playing
3618,air_conditioner
3620,air_conditioner
3623,children_playing
3625,dog_bark
3631,engine_idling
3633,children_playing
3635,jackhammer
3636,jackhammer
3638,air_conditioner
3641,street_music
3643,drilling
3650,children_playing
3651,siren
3655,drilling
3665,air_conditioner
3667,car_horn
3673,jackhammer
3677,children_playing
3684,drilling
3690,dog_bark
3692,car_horn
3693,dog_bark
3694,siren
3699,engine_idling
3701,air_conditioner
3704,jackhammer
3705,engine_idling
3707,children_playing
3710,children_playing
3712,siren
3713,air_conditioner
3715,children_playing
3716,air_conditioner
3720,dog_bark
3722,jackhammer
3723,engine_idling
3727,drilling
3730,dog_bark
3733,air_conditioner
3736,siren
3737,children_playing
3740,siren
3743,children_playing
3744,dog_bark
3746,engine_idling
3748,children_playing
3755,air_conditioner
3757,children_playing
3761,children_playing
3767,street_music
3768,dog_bark
3769,children_playing
3773,jackhammer
3774,dog_bark
3775,air_conditioner
3777,jackhammer
3779,car_horn
3780,siren
3786,dog_bark
3789,engine_idling
3793,jackhammer
3794,jackhammer
3795,drilling
3796,air_conditioner
3797,air_conditioner
3801,children_playing
3802,dog_bark
3804,dog_bark
3807,children_playing
3809,children_playing
3810,siren
3812,children_playing
3814,siren
3815,drilling
3817,dog_bark
3818,engine_idling
3824,children_playing
3825,street_music
3826,car_horn
3829,children_playing
3831,drilling
3832,jackhammer
3835,gun_shot
3837,air_conditioner
3841,siren
3845,drilling
3849,jackhammer
3852,gun_shot
3856,children_playing
3857,children_playing
3858,air_conditioner
3862,drilling
3865,air_conditioner
3867,dog_bark
3872,children_playing
3873,jackhammer
3874,children_playing
3875,dog_bark
3876,jackhammer
3892,engine_idling
3897,drilling
3899,air_conditioner
3901,siren
3904,children_playing
3907,siren
3908,dog_bark
3912,air_conditioner
3913,dog_bark
3917,engine_idling
3922,air_conditioner
3923,children_playing
3926,children_playing
3928,drilling
3931,jackhammer
3935,dog_bark
3937,jackhammer
3942,children_playing
3946,dog_bark
3949,drilling
3950,children_playing
3952,air_conditioner
3953,siren
3954,air_conditioner
3957,jackhammer
3958,jackhammer
3961,children_playing
3963,air_conditioner
3964,drilling
3971,jackhammer
3974,jackhammer
3976,jackhammer
3977,jackhammer
3979,children_playing
3980,dog_bark
3989,dog_bark
3990,jackhammer
3991,children_playing
3995,children_playing
3996,jackhammer
4005,engine_idling
4007,jackhammer
4008,dog_bark
4013,jackhammer
4016,children_playing
4019,children_playing
4020,engine_idling
4023,children_playing
4025,air_conditioner
4026,air_conditioner
4031,jackhammer
4033,children_playing
4034,children_playing
4035,engine_idling
4036,engine_idling
4037,dog_bark
4040,dog_bark
4042,dog_bark
4043,jackhammer
4047,siren
4048,drilling
4051,children_playing
4052,children_playing
4053,jackhammer
4059,dog_bark
4060,jackhammer
4061,jackhammer
4063,dog_bark
4065,car_horn
4071,children_playing
4072,children_playing
4074,siren
4079,dog_bark
4082,drilling
4088,children_playing
4090,engine_idling
4092,engine_idling
4098,air_conditioner
4099,children_playing
4105,siren
4107,children_playing
4108,children_playing
4109,jackhammer
4112,air_conditioner
4113,street_music
4114,dog_bark
4115,air_conditioner
4116,engine_idling
4120,engine_idling
4124,siren
4127,dog_bark
4132,children_playing
4133,jackhammer
4136,air_conditioner
4141,jackhammer
4144,jackhammer
4145,children_playing
4147,siren
4148,jackhammer
4149,air_conditioner
4150,dog_bark
4151,jackhammer
4152,children_playing
4153,street_music
4154,siren
4156,children_playing
4157,dog_bark
4165,engine_idling
4167,car_horn
4173,engine_idling
4176,street_music
4177,air_conditioner
4185,engine_idling
4186,children_playing
4187,children_playing
4188,jackhammer
4192,siren
4194,dog_bark
4195,car_horn
4196,engine_idling
4202,dog_bark
4208,siren
4209,drilling
4211,jackhammer
4212,air_conditioner
4213,drilling
4214,dog_bark
4215,dog_bark
4219,children_playing
4221,engine_idling
4223,children_playing
4225,dog_bark
4229,children_playing
4230,jackhammer
4233,jackhammer
4237,children_playing
4238,children_playing
4240,dog_bark
4243,jackhammer
4245,children_playing
4250,drilling
4251,siren
4258,engine_idling
4259,children_playing
4261,dog_bark
4264,siren
4266,dog_bark
4268,dog_bark
4269,drilling
4270,air_conditioner
4271,air_conditioner
4275,air_conditioner
4276,air_conditioner
4280,children_playing
4282,engine_idling
4283,jackhammer
4284,dog_bark
4292,engine_idling
4294,children_playing
4295,children_playing
4296,children_playing
4298,children_playing
4300,air_conditioner
4302,dog_bark
4304,air_conditioner
4305,children_playing
4306,engine_idling
4308,dog_bark
4309,dog_bark
4310,engine_idling
4312,siren
4315,engine_idling
4318,children_playing
4321,air_conditioner
4322,children_playing
4325,children_playing
4329,dog_bark
4330,children_playing
4332,gun_shot
4334,siren
4336,street_music
4339,drilling
4340,air_conditioner
4342,jackhammer
4343,children_playing
4344,jackhammer
4345,children_playing
4347,children_playing
4348,jackhammer
4354,engine_idling
4355,dog_bark
4357,dog_bark
4360,children_playing
4368,children_playing
4370,jackhammer
4373,siren
4376,dog_bark
4377,drilling
4380,children_playing
4383,children_playing
4385,engine_idling
4387,dog_bark
4388,engine_idling
4391,jackhammer
4395,drilling
4398,children_playing
4399,dog_bark
4402,jackhammer
4403,siren
4404,dog_bark
4405,children_playing
4407,jackhammer
4409,engine_idling
4410,air_conditioner
4414,air_conditioner
4419,air_conditioner
4421,car_horn
4423,air_conditioner
4434,siren
4435,jackhammer
4441,air_conditioner
4445,children_playing
4447,street_music
4448,siren
4452,jackhammer
4455,dog_bark
4457,siren
4460,jackhammer
4465,jackhammer
4466,car_horn
4468,dog_bark
4469,children_playing
4470,children_playing
4471,children_playing
4477,children_playing
4478,air_conditioner
4479,children_playing
4484,street_music
4488,children_playing
4489,jackhammer
4494,jackhammer
4495,jackhammer
4496,engine_idling
4497,dog_bark
4501,jackhammer
4505,jackhammer
4507,children_playing
4508,gun_shot
4512,children_playing
4516,children_playing
4517,dog_bark
4518,children_playing
4519,engine_idling
4520,children_playing
4524,dog_bark
4533,siren
4537,jackhammer
4538,jackhammer
4543,children_playing
4544,children_playing
